기준년도,노드id,노드위치,y좌표,x좌표,노드유형,노드명,위험운전행동회귀계수,교차로규모회귀계수,회귀확산도,교차로위험수준,교차로위험순위,교차로안전등급,교차로참조집단위험수준,권역교차로위험순위,20km이상과속카운트,40km이상과속카운트,60km이상과속카운트,장기과속카운트,급가속카운트,급출발카운트,급감속카운트,급정지카운트,급좌회전카운트,급우회전카운트,급유턴카운트,급앞지르기카운트,급진로변경카운트,공회전기준시간초과카운트,사고카운트
2018,1140010100,서울특별시 양천구,189467.8378,448475.9788,101,부영그린타운2차,0.424729206,0.57107048,0.560021374,-0.401608351,22594,B,1.401608351,144,26,0.8,0,0,474.1,59.8,300,97.8,59,20.5,2.7,44.8,348.3,14.9,1
2018,1140009200,서울특별시 양천구,189469.6154,448051.1276,101,5단지진입로앞,0.424729206,0.57107048,0.560021374,0.297064355,60645,C,0.702935645,154,23.1,8,1.7,0,167.3,8.6,65,14.8,0.8,10.5,0.7,3.4,27.8,8.1,1
2018,1170018200,서울특별시 금천구,189470.9235,442918.8897,101,구로고가차도(북측),0.424729206,0.57107048,0.560021374,1.776816208,73291,D,1.223183792,83,595.7,133.8,19.4,0,161.6,14.5,36.1,8.7,7,2.8,1.1,25.7,98.1,10.8,3
2018,1160046800,서울특별시 구로구,189472.473,445887.8745,101,번영길삼거리,0.424729206,0.57107048,0.560021374,-0.036103073,54441,A,0.036103073,9,0.7,0.1,0,0,1.8,0.5,1,0.2,0,0,0,0.2,0.5,0.6,
2018,1140038000,서울특별시 양천구,189475.9327,449697.687,101,양화교_안양천길_진출_1,0.424729206,0.57107048,0.560021374,1.056092234,69923,D,0.943907766,253,34.4,3,0.6,0,589.3,76.7,123.3,37.3,8,32.8,5.3,9.9,41.4,2.6,2
2018,1130047900,서울특별시 마포구,189479.756,453375.9415,101,상암119안전센터,0.424729206,0.57107048,0.560021374,-0.431477396,21471,A,0.431477396,33,14.9,0,0,0,17.4,1.8,2.1,2,0.7,0.3,0.3,10.3,20.9,152.8,
2018,1170013300,서울특별시 금천구,189483.0306,441385.8856,101,동양인쇄(주),0.424729206,0.57107048,0.560021374,0.226523533,59932,C,0.773476467,63,55.8,7.3,0.2,0,282.6,11.2,108.4,32.3,0.9,11,0.3,25.4,150,8,1
2018,1130046900,서울특별시 마포구,189492.4815,453091.7772,101,난지천공원입구,0.424729206,0.57107048,0.560021374,-0.985009886,9495,B,1.985009886,110,125.5,20.8,0.7,0,714,63.4,80.7,15,1246.3,336.2,2.1,34.4,84.7,6.2,1
2018,1140011100,서울특별시 양천구,189494.4018,448674.1753,101,목동하이퍼니온앞,0.424729206,0.57107048,0.560021374,-1.509983517,4732,A,1.509983517,76,32.2,1,0.5,0,850.7,124.8,80.3,68.3,141.1,105.4,19.8,231.3,243.9,8.8,
2018,1130041700,서울특별시 마포구,189497.6416,452293.3827,101,하늘공원삼거리2,0.424729206,0.57107048,0.560021374,-0.106365802,44625,A,0.106365802,70,1.3,0.2,0,0,8.1,0.1,1.2,0.2,0.1,0.2,0,0.6,0.3,2.3,
2018,1160046700,서울특별시 구로구,189506.4682,445873.0131,101,한천1길삼거리,0.424729206,0.57107048,0.560021374,-0.050703638,52354,A,0.050703638,80,0.6,0.2,0.2,0,2.7,1.3,0.3,0.9,0,0,0,0.1,0.1,0.5,
2018,1160012200,서울특별시 구로구,189521.3159,443466.8889,101,한남장로교회,0.424729206,0.57107048,0.560021374,1.946104593,74006,D,2.053895407,315,31.9,1.7,0.1,0,1834.6,167.1,163.7,159.4,8,12.3,4.4,34.8,44.3,6.1,4
2018,1180043600,서울특별시 영등포구,189522.6196,447130.7536,101,오목교(동단),0.424729206,0.57107048,0.560021374,1.539881441,72157,C,2.460118559,184,610,59.1,2.9,0,580.3,32.8,265.2,193.6,21.8,379.8,51.8,9.8,211.3,20.5,4
2018,1160043700,서울특별시 구로구,189529.2309,445318.143,101,성락교회 대학선교원,0.424729206,0.57107048,0.560021374,-0.388475173,23096,A,0.388475173,75,9.9,0.5,0.1,0,148.5,12.3,29.6,15.3,16.3,9.4,1.1,3.5,3.9,2.3,
2018,1180066800,서울특별시 영등포구,189538.7478,449830.857,101,양화교_일반국도6호선_진입_1,0.424729206,0.57107048,0.560021374,-0.544939404,17816,A,0.544939404,7,71.1,1.1,0.2,0,67.9,4.4,61.2,6.8,11,7.7,1.5,4.1,28.4,0.3,
2018,1170017100,서울특별시 금천구,189539.8406,442305.4743,101,우림 라이온스밸리,0.424729206,0.57107048,0.560021374,-1.705647304,3661,A,1.705647304,32,13.2,1.6,0.8,0,1136.8,124,118.8,75.4,422.9,269,50.1,56.1,117.6,112.9,
2018,1160045400,서울특별시 구로구,189542.7201,445502.4255,101,신도림7차 이편한세상,0.424729206,0.57107048,0.560021374,-0.674541211,14683,A,0.674541211,72,23.8,2.2,0.2,0,99.8,5.8,37.4,7.8,13,5.2,1.8,25.3,67.5,18.7,
2018,1180041900,서울특별시 영등포구,189557.9193,447041.1888,101,벽산아파트(양평동2가),0.424729206,0.57107048,0.560021374,0.408700127,61837,C,0.591299873,210,16.6,5.3,2.3,0,144.2,19.9,85,20.5,12.3,8.7,3.8,21.6,81.8,4.3,1
2018,1140010300,서울특별시 양천구,189562.3575,448517.3736,101,부영그린타워,0.424729206,0.57107048,0.560021374,-0.883987221,10897,B,1.883987221,114,32,1.3,0,0,742.2,100.7,59.2,38.7,241.8,111.4,7.4,220.8,216.7,14.3,1
2018,1180037600,서울특별시 영등포구,189568.7196,446842.3223,101,관악고등학교,0.424729206,0.57107048,0.560021374,0.226910505,59935,C,0.773089495,162,250.2,163.3,40.1,0,185.7,7.8,46.3,15,3.7,4.3,2.1,18.3,87.2,1.6,1
2018,1160046600,서울특별시 구로구,189575.4685,445852.0936,101,신도림초등학교,0.424729206,0.57107048,0.560021374,-0.07269475,49254,A,0.07269475,20,0.4,0.3,0,0,2.1,0.2,1,0.2,0.1,0.1,0,0,0.3,7.3,
2018,1130050600,서울특별시 마포구,189581.5625,453755.2582,101,상암월드컵7단지앞,0.424729206,0.57107048,0.560021374,-1.846920026,3059,B,6.846920026,148,66.9,4.8,0.3,0,5609.4,602.3,775.6,188.8,1975.8,1936.4,19.9,71.9,566.9,7.7,5
2018,1140037400,서울특별시 양천구,189583.9852,449373.6567,101,안양천길-모새미길_진입,0.424729206,0.57107048,0.560021374,-0.994642728,9357,A,0.994642728,74,166.3,6.8,1.4,0,552.2,50.3,81.4,39.2,1.5,2.5,0.7,3,8.5,11.8,
2018,1180000400,서울특별시 영등포구,189585.0878,446291.5585,101,신정교(동단),0.424729206,0.57107048,0.560021374,5.573751622,78093,D,2.426248378,278,6.8,1.6,0,0,1399.4,132.8,136,97.8,84.7,10.2,11.8,6.1,38.8,3.8,8
2018,1160015500,서울특별시 구로구,189594.2214,443704.4327,101,가마산고가차도,0.424729206,0.57107048,0.560021374,0.533126731,63252,D,0.466873269,314,2.1,1.3,0.6,0,153.6,31.4,49.8,25.5,14.7,12.6,3.8,6.9,29.4,1.2,1
2018,1160027000,서울특별시 구로구,189607.6617,444292.394,101,구로본동새마을금고,0.424729206,0.57107048,0.560021374,1.978017799,74075,D,2.021982201,230,488,370.8,191.6,0,1832.9,146.1,515.1,168.5,17.4,19,44.5,169.4,155.6,2,4
2018,1160047000,서울특별시 구로구,189608.4657,445930.3244,101,신도림우성아파트5차,0.424729206,0.57107048,0.560021374,-0.042738873,53497,A,0.042738873,77,0.3,0.1,0,0,1.8,0.3,0.3,0.1,0.2,0,0,0.7,0.4,0.5,
2018,1180030900,서울특별시 영등포구,189610.3183,446528.7301,101,문래대원아파트,0.424729206,0.57107048,0.560021374,0.318640908,60874,C,0.681359092,202,134.7,11.2,0.4,0,182.3,20.7,68.9,36.8,1.3,5,1.3,20,83.8,4.3,1
2018,1160023400,서울특별시 구로구,189614.3431,444129.4122,101,우리유엔미아파트,0.424729206,0.57107048,0.560021374,-1.211511998,6979,B,3.211511998,149,855.8,76.6,5.8,0,4298,354.2,393.3,546.9,42.9,48.3,36.8,260.8,69.6,2.3,2
2018,1160045800,서울특별시 구로구,189626.1093,445576.8546,101,동아아파트3차,0.424729206,0.57107048,0.560021374,-0.247024565,30645,B,1.247024565,122,1.7,0.3,0.1,0,670.3,82.2,16.5,13,137,166.7,1.2,24.8,15.7,30.3,1
2018,1140012100,서울특별시 양천구,189629.7498,449488.0545,101,안양천길-모새미길_진출,0.424729206,0.57107048,0.560021374,-0.978632393,9569,A,0.978632393,6,38.8,3.3,0.8,0,615.7,66.5,93.2,29.5,13,22,3.4,31.6,88.7,2.6,
2018,1140035000,서울특별시 양천구,189652.4513,448556.8169,101,목동능력교회앞,0.424729206,0.57107048,0.560021374,-0.752296811,13120,B,1.752296811,106,19.8,1.2,0,0,892.7,119.7,117.2,70.8,13.9,62.3,3.7,22.4,196.6,41.3,1
2018,1180030800,서울특별시 영등포구,189669.9788,446518.8329,101,문래현대5차아파트,0.424729206,0.57107048,0.560021374,-0.184343839,35809,A,0.184343839,4,1.6,0.9,0.8,0,18.9,1.8,2.8,6,0.3,0.8,0.2,0.8,0.5,20.8,
2018,1180043000,서울특별시 영등포구,189672.1946,447099.1645,101,상록수아파트,0.424729206,0.57107048,0.560021374,-1.927159267,2776,A,1.927159267,51,438.2,34.4,1.6,0,659,40.5,661.8,24.3,37.6,33.4,12.4,108.8,315.2,14.8,
2018,1170002800,서울특별시 금천구,189675.1224,441901.068,101,중소기업협동화사업장,0.424729206,0.57107048,0.560021374,-0.70452642,14064,B,2.70452642,34,546.4,81.4,3.7,0,1307.7,146,175.9,80.5,340.4,240.2,70.6,124.1,879.8,36.8,2
2018,1140011300,서울특별시 양천구,189675.7658,448756.3896,101,목동1단지아파트앞,0.424729206,0.57107048,0.560021374,-0.279770977,28503,B,1.279770977,92,1.8,0.3,0.1,0,404.9,44.8,109.3,24.1,4.1,284.9,2.8,6.8,70.8,1.7,1
2018,1140037600,서울특별시 양천구,189675.9204,449403.9035,101,모새미길-안양천길_진입,0.424729206,0.57107048,0.560021374,-1.551713746,4470,B,2.551713746,129,41.8,2.8,0.4,0,1956.4,238.2,175.6,83.8,431.5,11.8,6.7,33.3,42.8,9.9,1
2018,1170017300,서울특별시 금천구,189683.107,442366.0892,101,가산디지털단지역,0.424729206,0.57107048,0.560021374,0.509775619,62986,C,1.490224381,71,2.3,0.3,0.2,0,748.5,117.1,81.3,20.6,120.6,69.4,66.4,48.4,183.9,61.6,2
2018,1160016400,서울특별시 구로구,189688.5585,443742.7612,101,고대구로병원,0.424729206,0.57107048,0.560021374,-1.440485807,5149,B,4.440485807,125,1247,200.7,23.3,0,6837.4,720.9,1086.4,518.4,916,358.8,49.4,393,195.3,2.8,3
2018,1160024600,서울특별시 구로구,189692.7203,444180.9372,101,구로변전소앞,0.424729206,0.57107048,0.560021374,-1.271211087,6473,A,1.271211087,91,376.8,80.8,10.8,0,928.3,35.1,341,66.3,55.2,15.8,14.5,144.7,164.1,0.9,
2018,1130043600,서울특별시 마포구,189695.5449,452690.4216,101,한국지역난방공사,0.424729206,0.57107048,0.560021374,-0.108777642,44312,A,0.108777642,51,1.6,0.1,0.1,0,4.9,0.2,1.8,0.9,0.7,0.2,0.2,2.2,2.1,3.4,
2018,1140009100,서울특별시 양천구,189708.5583,448052.8267,101,목동5.6단지앞,0.424729206,0.57107048,0.560021374,1.292559005,71020,D,0.707440995,267,49.2,8.2,1.6,0,296.1,13.3,99.8,34.5,0.5,22.3,0.1,4.6,18.8,10.8,2
2018,1160040900,서울특별시 구로구,189710.4389,445148.6157,101,신도림동사무소,0.424729206,0.57107048,0.560021374,1.698762712,72897,C,5.301237288,191,878.8,381.8,177.7,0,6883.2,855.3,922,726.5,164.8,265.4,163.7,525.5,425.3,10.6,7
2018,1110009400,서울특별시 은평구,189720.3203,454664.8126,101,시내버스공영차고지,0.424729206,0.57107048,0.560021374,-1.095452302,8142,A,1.095452302,1,26.6,3.1,0.2,0,839.8,45.6,235.8,92.3,59.2,25.1,24.4,5.8,164.5,214.4,
2018,1170012000,서울특별시 금천구,189722.7603,441036.0297,101,대륭테크노타운12차,0.424729206,0.57107048,0.560021374,-0.676970503,14632,B,1.676970503,38,34,8.1,1.7,0,669,76.5,288.1,81.3,39.3,342,4.6,73.3,617.1,23.4,1
2018,1160047200,서울특별시 구로구,189724.4012,446032.5121,101,신도림동 복지관,0.424729206,0.57107048,0.560021374,-0.252312205,30240,A,0.252312205,83,7.8,0.1,0.1,0,43.2,2.3,5.2,1.8,0.9,1.3,0.1,3.9,8.9,3.3,
2018,1170010300,서울특별시 금천구,189733.3587,440610.4598,101,금천교(남단),0.424729206,0.57107048,0.560021374,-1.78537338,3324,B,3.78537338,35,157.3,21.4,4.7,0,2389,281.4,399.9,194.8,836.4,567.6,36.5,8.3,39.9,3.3,2
2018,1160030300,서울특별시 구로구,189738.6272,444440.4707,101,뉴홍현 솔레디움,0.424729206,0.57107048,0.560021374,0.429706365,62060,C,1.570293635,171,369.3,836.4,1039.3,0,556,8.1,177.8,17.7,163.7,383.3,8.8,252.2,314.8,15.8,2
2018,1160012500,서울특별시 구로구,189743.1123,443485.0595,101,민영규치과의원,0.424729206,0.57107048,0.560021374,-1.072219467,8402,B,2.072219467,101,421.1,342.8,116.2,0,1198,87.5,926.7,325.7,36.3,28.1,11.3,339.4,345.8,7.5,1
2018,1160012000,서울특별시 구로구,189745.9456,443462.2289,101,구로4동우체국,0.424729206,0.57107048,0.560021374,4.41692509,77568,D,2.58307491,207,1009,92.3,30.8,0,2905.6,225,687.9,226.7,52.6,45.1,23.3,435.1,179.8,20.7,7
2018,1130049700,서울특별시 마포구,189746.265,453623.7208,101,DMC VILLE,0.424729206,0.57107048,0.560021374,-2.301984617,1708,A,2.301984617,66,95.4,18,2.3,0,877.1,96.4,1251.4,84.3,6.3,79.3,0.8,22.7,230.9,14.3,
2018,1180027700,서울특별시 영등포구,189756.0942,446371.6069,101,문래현대아파트,0.424729206,0.57107048,0.560021374,-0.316924016,26393,A,0.316924016,2,1.4,0.3,0.2,0,47.4,4.6,13.2,2.7,39.3,12,2.2,7.5,3.8,4.8,
2018,1160041300,서울특별시 구로구,189761.1716,445192.9936,101,신도림3차푸르지오,0.424729206,0.57107048,0.560021374,-3.285634959,491,B,5.285634959,139,894.4,605.5,54.3,0,7280.3,1091.4,2331.3,1142.8,292.3,174.6,105.2,502,851.8,5.3,2
2018,1180041100,서울특별시 영등포구,189761.1871,447001.1654,101,신동아하이팰리스,0.424729206,0.57107048,0.560021374,0.831595154,67499,D,0.168404846,288,2.7,0.6,0.1,0,18.8,1.3,1.1,2.5,1.8,3.3,0.8,1.8,1.1,2.2,1
2018,1130048900,서울특별시 마포구,189770.9118,453479.0849,101,상암고등학교,0.424729206,0.57107048,0.560021374,-0.331665621,25649,A,0.331665621,18,0.3,0,0,0,55.2,3.8,4.3,14.5,23.5,10.2,2.1,1.8,13.7,16.7,
2018,1110008100,서울특별시 은평구,189785.5556,454434.8959,101,수색차량사무소입구,0.424729206,0.57107048,0.560021374,-1.901819902,2852,B,3.901819902,57,161.1,5.8,1.2,0,6119.5,491.6,2121.3,405.8,10.3,15.3,3.9,59.6,262.2,6.8,2
2018,1140030900,서울특별시 양천구,189793.7383,447809.9069,101,안양천길-제물포길_진출_1,0.424729206,0.57107048,0.560021374,-0.39289111,22926,A,0.39289111,24,101.3,4.5,0.3,0,47.3,5.3,19.8,8.9,0.3,1.3,0.4,1.2,3.8,0.4,
2018,1160029900,서울특별시 구로구,189804.9601,444407.8755,101,신구로자이 나인스애비뉴,0.424729206,0.57107048,0.560021374,-1.213512694,6953,B,2.213512694,100,1409.9,515,134,0,3089,15.5,238.4,27.2,2595.5,126.5,1061.2,103,415.9,4.7,1
2018,1140032600,서울특별시 양천구,189805.636,447997.5083,101,제물포길-안양천길_진출_2,0.424729206,0.57107048,0.560021374,-0.499034057,19110,A,0.499034057,59,60.6,11.1,1.3,0,138.9,9.8,57.7,10.6,0,1.2,0,3.3,9.4,2.3,
2018,1140033100,서울특별시 양천구,189813.4962,448024.0592,101,안양천길-제물포길_진입_2,0.424729206,0.57107048,0.560021374,1.459535318,71785,D,0.540464682,271,58.3,12.8,1.5,0,224.3,14,83.8,16.6,0.2,3,0.2,2.8,11.7,9.9,2
2018,1140031500,서울특별시 양천구,189818.2002,447840.2252,101,제물포길-안양천길_진입_2,0.424729206,0.57107048,0.560021374,0.413289468,61891,C,0.586710532,199,118.9,2.2,0.1,0,191.7,17.9,46.4,11.1,0.2,1.3,0.4,2.8,6.8,5,1
2018,1160036100,서울특별시 구로구,189822.1994,444828.0004,101,롯데구로아파트,0.424729206,0.57107048,0.560021374,0.211781143,59800,C,0.788218857,194,2.7,0,0,0,342.3,37.5,39.9,20.7,3.2,2.4,1.1,31,43.8,2.3,1
2018,1170002900,서울특별시 금천구,189823.1301,441953.5768,101,월드메르디앙벤처센타,0.424729206,0.57107048,0.560021374,1.734510063,73066,D,2.265489937,119,947.2,82.9,2.6,0,699,79.5,256,62.3,526.1,265.2,116.1,159.3,686.5,12,4
2018,1170018000,서울특별시 금천구,189823.971,442633.1795,101,시골장터식당,0.424729206,0.57107048,0.560021374,-0.934680005,10170,A,0.934680005,1,347.7,33.2,29.1,0,298.6,27.8,77.5,17.8,4.2,4.4,3.9,25.8,168.1,75,
2018,1160045700,서울특별시 구로구,189824.6085,445551.775,101,신도림동아2차아파트,0.424729206,0.57107048,0.560021374,0.81358217,67191,D,0.18641783,264,1.3,0.1,0,0,25.8,3.6,2.2,1.9,5.5,10.4,4.8,2.1,1.1,2.6,1
2018,1130049400,서울특별시 마포구,189832.0766,453556.4872,101,상암월드컵6단지,0.424729206,0.57107048,0.560021374,-1.45604888,5030,B,4.45604888,145,163.6,18.6,1.5,0,4370.4,357.3,255.5,54.5,59.8,108.3,3.8,233.3,195.2,10.6,3
2018,1180036100,서울특별시 영등포구,189833.8785,446789.2765,101,제일종합카센타,0.424729206,0.57107048,0.560021374,1.115752455,70191,D,0.884247545,273,35.3,2.2,0.2,0,838.3,74.6,144.1,15.3,128.4,84.5,28.3,19.5,25.9,2.7,2
2018,1160046400,서울특별시 구로구,189838.6059,445770.6348,101,신도림중학교,0.424729206,0.57107048,0.560021374,-0.664917825,14902,A,0.664917825,70,8.8,0.2,0,0,206.3,24.3,24.9,8.3,1.3,0.6,0.3,7.2,30.8,14.8,
2018,1110009300,서울특별시 은평구,189845.4833,454660.9397,101,수색동재활용집하시설,0.424729206,0.57107048,0.560021374,-0.798325873,12262,A,0.798325873,4,7.3,4.3,1.8,0,573.6,69.2,247.3,116.1,8.8,0.8,1.9,2.1,29.8,121.1,
2018,1180026200,서울특별시 영등포구,189857.8489,446168.2484,101,조흥힐그린_도림천로_진입,0.424729206,0.57107048,0.560021374,-0.982550391,9525,A,0.982550391,45,486.2,83.8,7.6,0,59.2,5.4,42.8,9.1,1.8,1.3,0.1,8.9,35.3,35.7,
2018,1180039200,서울특별시 영등포구,189859.4993,446921.3983,101,신동아아파트,0.424729206,0.57107048,0.560021374,0.122462113,58965,C,0.877537887,146,149.3,3.8,0.1,0,912.8,61.1,276.1,10.9,25.3,33.8,94.1,32.3,26.1,14.3,1
2018,1140010900,서울특별시 양천구,189859.7362,448647.1065,101,평광교회_목동동로_진출,0.424729206,0.57107048,0.560021374,2.591617636,75501,D,2.408382364,254,3.3,0.6,0.5,0,1491.6,248.5,87.4,107.1,1333.8,8.6,4.1,38.9,38.8,67,5
2018,1160043100,서울특별시 구로구,189863.8988,445284.3946,101,스카이뷰아파트,0.424729206,0.57107048,0.560021374,4.675176411,77723,D,5.324823589,288,881.6,284,20.9,0,6592.8,874.8,1166.5,414.3,365.1,413.3,162.3,300,435.5,13.8,10
2018,1180066200,서울특별시 영등포구,189864.9679,449709.4666,101,일반국도1호선-일반국도6호선_진,0.424729206,0.57107048,0.560021374,0.561762349,63607,C,2.438237651,196,41.2,3.6,0.5,0,1671,180.1,1257.3,177.4,40.8,34.4,7.1,13.4,336.6,1.9,3
2018,1140032500,서울특별시 양천구,189878.3674,447983.9299,101,안양천길-제물포길_진입_3,0.424729206,0.57107048,0.560021374,-2.460278547,1401,A,2.460278547,10,3028.8,355.4,24.1,0,139.3,13.9,81.5,17.8,0.5,23.7,0.3,1.9,10.6,3.7,
2018,1160043400,서울특별시 구로구,189878.4529,445297.3632,101,신도림 SK뷰,0.424729206,0.57107048,0.560021374,1.918142893,73912,C,3.081857107,182,772.3,535.8,106.8,0,2288.6,332,711,194.8,145,179.6,57.5,220.1,483.1,46.1,5
2018,1140032700,서울특별시 양천구,189881.3665,447998.487,101,제물포길-안양천길_진출_3,0.424729206,0.57107048,0.560021374,0.448401046,62285,C,1.551598954,206,1086.4,190,11.5,0,213.6,18.7,90.3,20.3,0.3,6.9,0.6,2.8,17.3,0.5,2
2018,1140031800,서울특별시 양천구,189885.1036,447877.7642,101,안양천길-제물포길_진출_3,0.424729206,0.57107048,0.560021374,-0.484536708,19557,A,0.484536708,7,28.3,0.4,0.6,0,108,23.7,68.8,16.4,2.2,11.2,2.3,4.8,27.8,0.5,
2018,1180042200,서울특별시 영등포구,189886.555,447056.5949,101,문래2동국민은행,0.424729206,0.57107048,0.560021374,1.204089503,70609,C,3.795910497,207,172.5,27.7,2.2,0,4679.7,515.1,479.3,83.6,261.8,197.8,42.2,157.7,275.7,2.2,5
2018,1140036300,서울특별시 양천구,189894.7126,448852.8688,101,평광교회_양평로_진입,0.424729206,0.57107048,0.560021374,-1.873928497,2944,A,1.873928497,78,196.3,7.7,0.5,0,1157.8,139.5,198.1,60.7,47.7,268.8,9.8,82.8,84.8,1.4,
2018,1160037300,서울특별시 구로구,189900.0475,444877.4348,101,일신건영아파트,0.424729206,0.57107048,0.560021374,1.990149203,74107,D,1.009850797,292,6.8,0.3,0.2,0,600.7,69.1,48.7,20.8,4.3,4.6,1.9,35.6,51,2.1,3
2018,1160028500,서울특별시 구로구,189911.8526,444351.4281,101,구로보건소입구삼거리,0.424729206,0.57107048,0.560021374,1.990006836,74105,C,3.009993164,170,319.3,97.8,36.9,0,3914.1,473.3,244.2,159.8,172.9,89.7,4.3,59.8,44.2,2.4,5
2018,1130049000,서울특별시 마포구,189921.9344,453489.9731,101,상암 IT Tower,0.424729206,0.57107048,0.560021374,-2.222055905,1885,B,3.222055905,119,199.5,16.7,0.5,0,2499.1,185.3,615.3,65.2,20,15.5,2,107.3,480.8,18.8,1
2018,1160044100,서울특별시 구로구,189926.5144,445339.3783,101,서울자재터미널,0.424729206,0.57107048,0.560021374,-1.799162139,3260,B,2.799162139,148,238.5,532.9,256.5,0,1034,101.5,516.9,110.4,92.9,169.8,80,127,610.4,78.4,1
2018,1180045900,서울특별시 영등포구,189944.6727,447352.7151,101,양평역사거리,0.424729206,0.57107048,0.560021374,2.224431591,74685,D,0.775568409,317,22.5,0.9,0,0,1068.4,68.7,373.4,11.6,146.9,113.8,11.6,12.6,5.6,89.2,3
2018,1160045500,서울특별시 구로구,189947.2254,445503.5314,101,신도림1차푸르지오,0.424729206,0.57107048,0.560021374,0.166346215,59362,C,0.833653785,192,8.2,2.7,2.3,0,421.7,43.5,26.9,15.6,50.3,37.3,4.4,4,9.5,14.4,1
2018,1170010600,서울특별시 금천구,189948.3035,440698.2561,101,금천교(북단),0.424729206,0.57107048,0.560021374,-0.98205156,9531,B,1.98205156,37,24.9,6.7,0.6,0,475,14.5,153.8,33.4,107.2,54.5,17.8,179.8,1294.5,2.3,1
2018,1170001800,서울특별시 금천구,189949.6176,441114.8529,101,이앤씨 드림타워 8차,0.424729206,0.57107048,0.560021374,-0.23543376,31515,B,1.23543376,50,12.3,2.3,1,0,830.3,95.6,177.2,68.9,177.3,36.6,12.8,18.6,25.6,8.9,1
2018,1130050000,서울특별시 마포구,189950.5118,453699.0752,101,DMC단지(B1),0.424729206,0.57107048,0.560021374,-1.222040341,6876,A,1.222040341,46,147.1,51.9,9.3,0,1176.2,156.4,102.4,37.2,96.3,54.2,9.5,14.8,16.3,84.5,
2018,1170013500,서울특별시 금천구,189955.1515,441574.5825,101,원평그린빌리지,0.424729206,0.57107048,0.560021374,0.43976971,62183,D,0.56023029,98,63.7,1.8,0.2,0,135.7,10.1,37.6,6.8,4.7,5.8,4.8,18.7,106.8,7.1,1
2018,1160044400,서울특별시 구로구,189967.0764,445376.6973,101,신성은하수아파트,0.424729206,0.57107048,0.560021374,0.699102997,65443,C,3.300897003,198,192.2,274.2,361.3,0,1421.9,157.6,676.3,131.9,140.4,278.2,105.3,159,918.5,46.8,4
2018,1180066300,서울특별시 영등포구,189969.388,449716.7117,101,일반국도1호선-일반국도6호선_진,0.424729206,0.57107048,0.560021374,0.545869885,63389,D,0.454130115,314,34.2,2.4,0.3,0,19.6,3.3,85.9,2.4,4.5,63.4,2.9,1.3,33.6,0.4,1
2018,1130007300,서울특별시 마포구,189971.8324,452739.7838,101,상암월드컵아파트,0.424729206,0.57107048,0.560021374,-2.685602532,1017,A,2.685602532,84,53.3,2.2,0.3,0,1591.2,179.2,372.9,39.7,262.5,558.1,43.3,16.6,39.3,1.3,
2018,1170017600,서울특별시 금천구,189973.4616,442482.9043,101,현대자동차AS센타,0.424729206,0.57107048,0.560021374,1.997116919,74123,C,5.002883081,77,1440.9,245.8,10.8,0,5732,534.3,847.7,282.1,222.9,133.7,91,252.1,153,3.3,7
2018,1160046900,서울특별시 구로구,189984.4396,445890.0646,101,신도림우성아파트삼거리,0.424729206,0.57107048,0.560021374,-0.284525781,28188,B,1.284525781,147,45.4,1.2,0.2,0,549.8,79.3,65.3,22.8,218.4,73.8,1.2,6.8,23.1,0.1,1
2018,1140033300,서울특별시 양천구,189988.8081,448035.4466,101,제물포길-안양천길_진입_3,0.424729206,0.57107048,0.560021374,1.317790186,71130,D,0.682209814,223,114.3,6.5,0.7,0,201.4,22.5,69.9,25.8,4,10.8,2.6,8.1,61.4,0.4,2
2018,1140035600,서울특별시 양천구,190004.0429,448637.9402,101,이대목동병원,0.424729206,0.57107048,0.560021374,0.445236457,62242,C,1.554763543,168,33.4,2.4,0.2,0,875.7,125.2,249.1,63.5,1.8,1.5,1,22.7,57.3,26.3,2
2018,1130048400,서울특별시 마포구,190004.7811,453430.2604,101,LG CNS 상암IT 센터,0.424729206,0.57107048,0.560021374,-2.889661619,787,A,2.889661619,52,118.8,8.4,0.3,0,2219.3,169.3,651.9,113.3,17.8,34.4,3.8,90.3,379.1,8.8,
2018,1130051100,서울특별시 마포구,190021.8896,453791.2085,101,상암월드컵7단지,0.424729206,0.57107048,0.560021374,-1.550925202,4478,A,1.550925202,81,59.8,6.8,0.1,0,717.2,91.5,69.6,17.8,148.3,169,20.8,53.7,77.3,3.8,
2018,1140032400,서울특별시 양천구,190023.9736,447962.5624,101,제물포길-안양천길_진출_1,0.424729206,0.57107048,0.560021374,0.583446066,63885,C,1.416553934,158,734.6,86.9,5.3,0,279.3,25.6,158.1,31.7,0.6,2.3,0.5,2.8,7.5,0.5,2
2018,1160006200,서울특별시 구로구,190025.8583,442578.2521,101,햇살무리예능선교원,0.424729206,0.57107048,0.560021374,3.427543932,76768,D,2.572456068,306,87.1,16.2,2.6,0,4383.9,353.8,3549.7,1491.1,52,101.3,55.7,134.4,213.3,64.3,6
2018,1140033900,서울특별시 양천구,190028.4469,448135.9735,101,안양천길-제물포길_진출_2,0.424729206,0.57107048,0.560021374,-0.467168506,20121,A,0.467168506,14,112,2.9,0.2,0,94,7.5,16.1,4.2,1.4,0.3,0.7,3.9,7,2.2,
