기준년도,노드id,노드위치,y좌표,x좌표,노드유형,노드명,위험운전행동회귀계수,교차로규모회귀계수,회귀확산도,교차로위험수준,교차로위험순위,교차로안전등급,교차로참조집단위험수준,권역교차로위험순위,20km이상과속카운트,40km이상과속카운트,60km이상과속카운트,장기과속카운트,급가속카운트,급출발카운트,급감속카운트,급정지카운트,급좌회전카운트,급우회전카운트,급유턴카운트,급앞지르기카운트,급진로변경카운트,공회전기준시간초과카운트,사고카운트
2018,1150026400,서울특별시 강서구,179599.0627,450805.5259,101,중동대로삼거리,0.424729206,0.57107048,0.560021374,-0.088604516,47027,B,2.088604516,271,28.6,8.5,5.9,0,1843.2,155.6,349.9,116.7,639.9,79.1,41.3,12.6,29.3,14,2
2018,1150051000,서울특별시 강서구,182118.7573,453674.7756,101,개화동교회앞_일반국도48호선_진,0.424729206,0.57107048,0.560021374,-1.390193871,5526,A,1.390193871,193,249.2,14.1,1.6,0,470.6,36.8,184.2,19.5,11.4,610.8,3.4,5.7,80.1,0.6,
2018,1150050800,서울특별시 강서구,182140.5252,453588.4351,101,내촌마을길삼거리,0.424729206,0.57107048,0.560021374,-2.011719933,2458,A,2.011719933,32,172.7,9.8,1.9,0,1038.8,98.6,254.8,51.7,32.7,18.3,12.8,10.2,122.1,8.2,
2018,1150051100,서울특별시 강서구,182185.7543,453695.3096,101,개화동교회앞_일반국도48호선_진,0.424729206,0.57107048,0.560021374,-1.41678389,5327,A,1.41678389,190,10.8,0.7,0.2,0,1138.4,93.6,655.1,147.6,495.8,1049.8,288.1,102.9,275.8,0.1,
2018,1150051200,서울특별시 강서구,182189.0102,453734.8441,101,개화2동상사마을,0.424729206,0.57107048,0.560021374,0.337654033,61083,C,1.662345967,317,161,6.4,0.3,0,1281.8,123.1,386.3,114.3,498.5,6.9,91.5,32.3,140.2,4.5,2
2018,1150050700,서울특별시 강서구,182194.2978,453501.0749,101,개화동교회앞,0.424729206,0.57107048,0.560021374,-0.246200915,30706,B,3.246200915,249,157.3,7.9,2.2,0,2695.8,259,430.1,100.8,24.3,34.7,19.8,28.2,243.2,0.8,3
2018,1150035000,서울특별시 강서구,182210.3234,451463.6572,101,김포공항내부13,0.424729206,0.57107048,0.560021374,-3.664407514,311,A,3.664407514,169,1,0.3,0.2,0,1318.8,145,235.9,89.7,13358.3,36.3,33.2,3.6,105.4,8.3,
2018,1150050400,서울특별시 강서구,182223.2239,453255.9763,101,내촌마을길사거리,0.424729206,0.57107048,0.560021374,-1.178432981,7301,B,2.178432981,223,639.1,191.9,10,0,369.3,20.7,153.4,30.3,120.8,123.5,33.3,253.8,1718.3,2.8,1
2018,1150034800,서울특별시 강서구,182285.58,451454.3616,101,한국공항공사앞,0.424729206,0.57107048,0.560021374,-3.047949707,656,A,3.047949707,166,34.3,5.1,0.3,0,4106.3,513.2,379.3,53.9,26.9,51.9,33,33.8,66,8.3,
2018,1150050600,서울특별시 강서구,182302.5761,453293.9271,0,개화역삼거리,0.424729206,0.57107048,0.560021374,-1.689266671,3748,B,6.689266671,222,126.9,4.3,1.5,0,6028.3,627.8,843.8,285.9,4635.5,1073.7,75.9,74,325.4,1.1,5
2018,1150037700,서울특별시 강서구,182312.3883,451650.219,101,김포공항내부1,0.424729206,0.57107048,0.560021374,-1.74231884,3498,A,1.74231884,160,623.6,11.3,0.3,0,637.9,22.8,120.7,43.3,71.5,169.2,69.3,163.2,177.2,191,
2018,1150037600,서울특별시 강서구,182339.9897,451646.4605,101,김포공항내부27,0.424729206,0.57107048,0.560021374,-0.816834699,11964,A,0.816834699,164,211.8,2.8,0.1,0,104,5.7,47.3,9.7,13.6,45.6,14.3,25.3,166.2,2.1,
2018,1150014300,서울특별시 강서구,182375.3849,449590.3188,101,대장마을길삼거리1,0.424729206,0.57107048,0.560021374,-0.044965888,53193,A,0.044965888,195,0.1,0,0,0,1.9,0.5,0.6,0.4,0.1,0,0,0,0,1.6,
2018,1150036300,서울특별시 강서구,182431.0494,451514.6016,101,김포공항내부15,0.424729206,0.57107048,0.560021374,-1.432582692,5213,A,1.432582692,170,633,9.3,1.2,0,450.7,35.3,148.6,15.9,22.5,10.2,3,30.7,267.5,6.1,
2018,1150013700,서울특별시 강서구,182465.23,449241.4397,101,대장마을길삼거리2,0.424729206,0.57107048,0.560021374,-0.111631427,43952,A,0.111631427,196,1.3,0,0,0,10,1,5.1,0.5,0.3,0.1,0.2,0.3,0.4,1.8,
2018,1150037200,서울특별시 강서구,182489.3506,451605.0369,101,김포공항내부17,0.424729206,0.57107048,0.560021374,-0.177558468,36462,B,1.177558468,259,636.3,3.1,0,0,26.8,1.6,22.8,2.4,761.2,60.2,840.5,24.4,183.5,3.3,1
2018,1150034900,서울특별시 강서구,182495.4017,451462.3412,101,김포공항내부25,0.424729206,0.57107048,0.560021374,-2.561108365,1215,A,2.561108365,161,4.3,0.3,0.2,0,3686.9,386.7,1113.3,383.4,19.6,28.6,7.8,10.3,73.6,13.2,
2018,1150046200,서울특별시 강서구,182557.4072,452606.8255,101,인천국제공항고속도로입구,0.424729206,0.57107048,0.560021374,-1.556657509,4441,A,1.556657509,156,68.3,104.5,0.1,0,1117.8,123.3,225.2,54,18.5,35.7,11.9,4.8,120.1,15,
2018,1150040100,서울특별시 강서구,182604.5007,451915.9753,101,김포공항내부30,0.424729206,0.57107048,0.560021374,-1.281343133,6389,A,1.281343133,142,311.3,29,0.8,0,123.5,6.9,37,7.8,152.8,159,82.8,67.5,179.1,190.9,
2018,1150040400,서울특별시 강서구,182611.21,451955.7323,101,김포공항내부2,0.424729206,0.57107048,0.560021374,-1.618225624,4099,A,1.618225624,159,1581.6,121.4,0.8,0,23.1,0.9,20.8,1.3,50.8,11.8,8.1,7.8,65.9,1.3,
2018,1150047200,서울특별시 강서구,182634.1602,452658.0611,101,개화사거리_일반국도48호선_진입,0.424729206,0.57107048,0.560021374,-1.581295866,4285,B,2.581295866,268,37.3,6.8,0.8,0,2165.5,199.1,614.3,86.9,369,35.1,23.1,109.8,378,3.6,1
2018,1150040200,서울특별시 강서구,182666.0419,451923.9016,101,김포공항내부22,0.424729206,0.57107048,0.560021374,-0.684827873,14468,A,0.684827873,155,23.7,0.8,0.8,0,38,3,27,4.5,225.8,102.7,6.3,22.8,134.7,23.2,
2018,1150044900,서울특별시 강서구,182666.4685,452541.8416,101,개화사거리_일반국도48호선_진출,0.424729206,0.57107048,0.560021374,-2.105732969,2170,A,2.105732969,138,65.8,7.7,2.2,0,2183.8,274,541.3,104.7,58.8,30.1,24.4,78.9,286.2,8,
2018,1150042800,서울특별시 강서구,182697.1851,452289.2647,103,방화11단지아파트상가,0.424729206,0.57107048,0.560021374,-1.441521915,5138,A,1.441521915,152,1023.8,12.1,0.2,0,137.3,10,62.2,6.4,14.5,5.3,8,22.5,285.7,0.6,
2018,1150045300,서울특별시 강서구,182698.7814,452569.5086,101,개화사거리_양천길_진입,0.424729206,0.57107048,0.560021374,0.572743343,63749,C,1.427256657,281,485.3,20.8,3,0,833.6,85,109.4,37.3,41.4,116.8,12.8,12.3,49.1,1.7,2
2018,1150041000,서울특별시 강서구,182721.7337,451998.9722,101,김포공항내부6,0.424729206,0.57107048,0.560021374,-1.671104275,3830,A,1.671104275,167,119.7,3.4,1.4,0,1009.9,111.4,213.4,34,182.2,20.1,28.2,8.2,53.2,3.3,
2018,1150042700,서울특별시 강서구,182724.8911,452276.5882,101,김포공항진입후문,0.424729206,0.57107048,0.560021374,0.195786512,59641,C,1.804213488,330,212.7,12.5,2.6,0,469.8,26,279.8,25.3,15.6,10.7,11.5,21.3,420,20.6,2
2018,1150042000,서울특별시 강서구,182727.4399,452087.7514,101,개화지하차도,0.424729206,0.57107048,0.560021374,-2.03821017,2384,A,2.03821017,165,3827.1,45.7,1.6,0,290.8,16.5,150.5,15.8,12.1,8.9,12.9,32.5,221.8,2.1,
2018,1150045700,서울특별시 강서구,182731.2955,452579.126,101,개화사거리_양천길_진출,0.424729206,0.57107048,0.560021374,0.217929334,59861,C,0.782070666,327,380.5,20.2,2.9,0,197.9,7.7,50.9,11.2,10.7,13.5,2.8,41.6,206.6,1.3,1
2018,1150032200,서울특별시 강서구,182766.6622,451298.7238,101,국내선청사주차장앞,0.424729206,0.57107048,0.560021374,-1.990188712,2528,A,1.990188712,157,10.1,1.1,0.3,0,1393.8,188.7,194.6,54.1,48.3,176.4,185.2,7.9,99.4,9.2,
2018,1150039400,서울특별시 강서구,182766.6692,451834.245,101,김포공항내부29,0.424729206,0.57107048,0.560021374,-0.83007187,11733,A,0.83007187,163,216.9,1.8,0,0,164.4,17,269.5,13.8,20.7,13.1,35.2,32.1,180.3,20.9,
2018,1150028100,서울특별시 강서구,182878.6536,450973.4947,101,김포공항내부19,0.424729206,0.57107048,0.560021374,-2.467772016,1383,A,2.467772016,168,100.4,30.8,15.9,0,1113.3,152.3,204.5,42.3,3405.8,97.4,7.5,5.8,429.4,1.7,
2018,1150027900,서울특별시 강서구,182914.7865,450961.9597,101,김포공항내부21,0.424729206,0.57107048,0.560021374,-1.201363372,7077,A,1.201363372,162,392.8,14,1.9,0,967.1,89.2,232.6,63.3,24.8,148.8,6.3,7.2,60.1,0.2,
2018,1150028800,서울특별시 강서구,182915.3928,451013.5944,101,김포공항내부32,0.424729206,0.57107048,0.560021374,-4.111277475,191,A,4.111277475,135,377.4,36.4,22.7,0,4967.7,659.2,332.4,117.4,101.9,28.3,678.3,15.4,109.8,56.8,
2018,1150027100,서울특별시 강서구,182944.2346,450853.9262,101,도심항공터미널앞,0.424729206,0.57107048,0.560021374,-0.405509021,22435,B,1.405509021,254,15.7,1.6,0.3,0,1093.6,121.6,251.3,50.8,13.1,20.4,11.3,6.2,34.3,0.8,1
2018,1150033200,서울특별시 강서구,182958.0291,451370.7531,101,김포공항입구사거리,0.424729206,0.57107048,0.560021374,6.155976354,78259,D,4.844023646,393,130.6,9.2,1.8,0,4201.8,555.3,888.4,293.1,364.3,472.4,120.7,50.9,184.6,3.8,11
2018,1150044700,서울특별시 강서구,182988.966,452530.2424,101,개화산역사거리,0.424729206,0.57107048,0.560021374,0.178717206,59470,C,0.821282794,315,8.3,0.8,0.3,0,142.5,16.4,10.8,10.7,9.8,3.5,0.8,4.8,6.6,419.4,1
2018,1150045900,서울특별시 강서구,182989.093,452592.2111,101,개화산역삼거리,0.424729206,0.57107048,0.560021374,0.643740263,64679,C,2.356259737,316,573.6,28.8,5.5,0,1628.3,158.8,106.8,54.1,71.5,72.8,4.2,274.8,630.4,11.1,3
2018,1150041800,서울특별시 강서구,183016.6817,452043.8607,101,우림루미아트아파트,0.424729206,0.57107048,0.560021374,-1.106980925,8024,A,1.106980925,139,128.1,2.8,0.2,0,573.9,83.9,49.8,20,5.3,1.7,0.4,43.8,44.9,8.5,
2018,1150032900,서울특별시 강서구,183021.5934,451361.9325,101,김포공항입구삼거리,0.424729206,0.57107048,0.560021374,-0.284258325,28215,B,5.284258325,233,10.2,1.3,1.2,0,8100.4,1156.4,736.8,225.1,947.8,163.8,47.2,111.7,257.7,2.3,5
2018,1150048600,서울특별시 강서구,183176.2825,452873.9267,101,방화월드메르디앙아파트,0.424729206,0.57107048,0.560021374,-0.031355933,55099,A,0.031355933,95,0.2,0,0,0,1.3,0.1,0.6,0.5,0,0,0,0.1,0.1,0.6,
2018,1150048500,서울특별시 강서구,183220.0342,452870.4881,101,방화월드메르디앙202동앞,0.424729206,0.57107048,0.560021374,-0.095574811,46084,A,0.095574811,177,0.6,0.1,0,0,11,0.8,1.2,2,0,0,0,0.3,0.2,0.8,
2018,1150049200,서울특별시 강서구,183222.2508,452934.0121,101,강서토탈카센터,0.424729206,0.57107048,0.560021374,-0.058967678,51153,A,0.058967678,198,0.8,0.3,0,0,2.8,0.4,0.7,0.8,0,0.1,0,0,0.1,0.4,
2018,1150049700,서울특별시 강서구,183224.5799,452979.6889,101,방화5단지아파트,0.424729206,0.57107048,0.560021374,-0.12317751,42488,A,0.12317751,85,0.2,0,0,0,10.1,0.6,2.9,0.9,0,0.2,0.1,0.7,0.3,2.1,
2018,1150049100,서울특별시 강서구,183250.384,452932.971,101,능말길삼거리,0.424729206,0.57107048,0.560021374,-0.027604334,55601,A,0.027604334,34,0.9,0.3,0,0,1.1,0.4,0,0.3,0,0,0,0,0,0,
2018,1150046800,서울특별시 강서구,183273.4902,452648.5142,101,국민은행방화동지점,0.424729206,0.57107048,0.560021374,-1.100667729,8092,A,1.100667729,174,17.9,3.1,0.8,0,832.1,80.8,220.7,105.7,63.4,22.6,2.7,69.1,119.1,24.8,
2018,1150048400,서울특별시 강서구,183290.4359,452867.2395,101,칠성연립입구,0.424729206,0.57107048,0.560021374,0.948829342,69302,D,0.051170658,420,0.4,0,0,0,3.8,0.2,0.4,0.3,0.3,0.3,0,0.1,0.4,0.3,1
2018,1150049600,서울특별시 강서구,183340.2343,452976.8687,101,방화5단지3R,0.424729206,0.57107048,0.560021374,-0.387882953,23118,A,0.387882953,182,0.7,0,0,0,110,15.8,11.2,9.1,10.7,4.4,0.5,4.6,3.8,10.8,
2018,1150006700,서울특별시 강서구,183348.9738,452514.27,101,서광아파트앞,0.424729206,0.57107048,0.560021374,-1.574146964,4331,A,1.574146964,50,23,0.8,0.1,0,716.2,61.6,150.3,36,84.3,109.3,48.9,223,357.8,3.9,
2018,1150048300,서울특별시 강서구,183360.4889,452864.5416,101,칠성아파트앞,0.424729206,0.57107048,0.560021374,-1.397242224,5479,A,1.397242224,14,3.3,0.3,0.1,0,867.4,97.9,98.2,43.2,4.9,9.2,16.8,15.1,108.7,1.5,
2018,1150041700,서울특별시 강서구,183368.1889,452041.1921,101,방화2동사거리,0.424729206,0.57107048,0.560021374,-0.266811147,29306,B,2.266811147,221,15.8,11.3,7.6,0,1466.7,199.3,143.8,44.8,127.6,121,49.2,125.8,304,7.3,2
2018,1150007000,서울특별시 강서구,183417.8787,452970.1104,101,방화3단지4단지,0.424729206,0.57107048,0.560021374,-1.920441286,2796,A,1.920441286,92,3.1,0.5,0.1,0,1163.8,166,55.8,33.4,117.5,96.8,27.8,77.4,100.4,4,
2018,1150050500,서울특별시 강서구,183432.5367,453271.6397,101,동성APT3R,0.424729206,0.57107048,0.560021374,-0.312098902,26651,A,0.312098902,171,1.7,0.2,0,0,43,4.4,4.5,6.2,10.3,4.4,3.1,3.2,4.4,12.3,
2018,1150041400,서울특별시 강서구,183458.4499,452025.0193,101,강서농협(방화지점),0.424729206,0.57107048,0.560021374,2.448607781,75204,D,1.551392219,388,3.8,0.6,0,0,1503,183.8,128.3,81.2,24.2,16.1,37.3,47.3,51.3,11.2,4
2018,1150049500,서울특별시 강서구,183503.5557,452972.6967,101,도시개발아파트301동앞,0.424729206,0.57107048,0.560021374,-0.059045989,51146,B,1.059045989,231,43.6,1.1,0.3,0,355.5,48.3,45.2,30.4,85.4,64.7,5.3,55,112.8,10.2,1
2018,1150007400,서울특별시 강서구,183548.0326,453405.1293,101,동성아파트3R,0.424729206,0.57107048,0.560021374,-0.702459383,14116,A,0.702459383,184,0.3,0.2,0.1,0,204.8,15.3,25.8,16,13.8,4.8,9.6,2.2,3.9,162.2,
2018,1150041100,서울특별시 강서구,183675.1087,452011.8645,101,동화나라어린이집,0.424729206,0.57107048,0.560021374,-0.630767923,15669,A,0.630767923,200,8.3,0.3,0,0,219.3,13.4,43.4,7.9,1.1,2.7,0.1,13.2,34,13.6,
2018,1150047500,서울특별시 강서구,183706.984,452663.5744,101,방화하나은행,0.424729206,0.57107048,0.560021374,2.220306881,74672,D,1.779693119,402,6.2,3.1,1.5,0,714.8,104.1,97.2,32,52.7,39.7,1.3,172.6,697.8,13.3,4
2018,1150017400,서울특별시 강서구,183775.3165,449988.4693,101,외발산삼거리,0.424729206,0.57107048,0.560021374,4.35038763,77530,D,3.64961237,338,69.1,20.8,11.2,0,2715.7,295.1,246.3,117.7,1513,402.7,19.1,27.5,40.6,2.3,8
2018,1150026100,서울특별시 강서구,183777.3492,450783.9558,101,공항빗물펌프장앞,0.424729206,0.57107048,0.560021374,2.32103645,74911,D,0.67896355,395,3.4,0.8,0.2,0,222.6,25.8,18.9,9.3,41.3,11.4,2.3,1.8,2.8,5.6,3
2018,1150021500,서울특별시 강서구,183791.9518,450460.9129,101,외발산동_방화로_진입,0.424729206,0.57107048,0.560021374,-0.450591492,20694,A,0.450591492,173,15.1,2.2,0.2,0,141.1,11.7,43.5,15.9,0.9,6.2,0.5,1.4,3.2,20.5,
2018,1150019200,서울특별시 강서구,183794.2446,450260.2841,101,외발산사거리,0.424729206,0.57107048,0.560021374,-1.119406283,7900,B,2.119406283,250,70.3,32.8,2.3,0,699.2,43.8,105.9,27.8,335.9,7.6,4.4,12.7,25.3,0.3,1
2018,1150041200,서울특별시 강서구,183797.7863,452015.4699,101,신방화역삼거리,0.424729206,0.57107048,0.560021374,-0.184410067,35794,B,3.184410067,224,39.2,5.2,1.9,0,2605,312,113.6,58.9,1506.8,174.8,25,72.4,100.7,13.5,3
2018,1150042400,서울특별시 강서구,183802.8184,452165.7647,101,세민정보고교앞,0.424729206,0.57107048,0.560021374,-1.602421039,4180,B,2.602421039,226,823.7,82.8,8.6,0,1885,233.4,387.8,72.2,8.3,6.8,9.9,24.5,171.3,38,1
2018,1150047400,서울특별시 강서구,183812.1131,452659.0935,101,신방화사거리,0.424729206,0.57107048,0.560021374,-0.833324893,11673,B,3.833324893,235,14.8,3.5,2.5,0,2908.9,360.4,120.1,56.8,703.2,134.5,11.5,77.1,113.8,1,3
2018,1150049400,서울특별시 강서구 화곡동,183816.86,452989.81,0,강서공업고등학교,0.424729206,0.57107048,0.560021374,0.027363722,58207,C,2.972636278,303,13.5,1,0.3,0,1450.8,185.5,76.6,35.9,719.4,106.6,7.3,25.7,18.8,1.8,3
2018,1150049900,서울특별시 강서구,183817.4612,453053.3193,101,강서대림아파트앞,0.424729206,0.57107048,0.560021374,-0.844846953,11514,A,0.844846953,206,125.3,2.5,0.2,0,145,11.3,42,4.3,3.5,4.9,2,12.8,46,8,
2018,1150018400,서울특별시 강서구,183892.3038,450166.3858,101,발산길삼거리,0.424729206,0.57107048,0.560021374,0.324168783,60934,C,0.675831217,282,33.6,7.1,1.2,0,249.8,14.2,80.3,8,3.3,10.4,2.7,4.7,37.1,21.3,1
2018,1150049300,서울특별시 강서구,183939.5475,452956.5185,101,정곡초등학교입구,0.424729206,0.57107048,0.560021374,-0.507925202,18846,A,0.507925202,44,26.3,1.2,0,0,138.5,23.8,21.3,11.4,8.4,2.6,0.4,3.3,10.3,4.9,
2018,1150041300,서울특별시 강서구,183954.5434,452016.6278,102,송화초등학교,0.424729206,0.57107048,0.560021374,-0.706128596,14024,B,1.706128596,217,3.3,0,0,0,1708.1,189.3,78.4,84.3,75.8,28.1,2.8,121.9,64.4,20.3,1
2018,1150019100,서울특별시 강서구,183985.0229,450247.4419,101,강서농산물도매시장트럭판매장,0.424729206,0.57107048,0.560021374,-0.453820133,20581,A,0.453820133,81,43.8,8.4,0.3,0,109,1.6,43.2,6.6,189.5,3.5,0.6,1.5,0.4,4.3,
2018,1150018100,서울특별시 강서구,184000.4939,450059.3439,101,강서농산물도매관리동,0.424729206,0.57107048,0.560021374,-1.340228188,5895,B,2.340228188,225,20.3,5.3,0.8,0,2010.9,248.8,133.3,64.9,136.8,30.2,5,16.4,12.1,1.8,1
2018,1150044800,서울특별시 강서구,184046.6775,452533.2255,101,경남아너스빌,0.424729206,0.57107048,0.560021374,-0.123829906,42408,A,0.123829906,121,2.5,1.4,0.3,0,17.8,3.3,7.1,2.8,0.3,0.5,0.1,0.5,0.3,3.4,
2018,1150047100,서울특별시 강서구,184056.848,452654.0539,101,방화그린아파트,0.424729206,0.57107048,0.560021374,-1.005935,9215,A,1.005935,119,32.3,2.1,0.2,0,137.1,10.6,42.2,7.3,3.6,5.2,0.3,73.8,339.3,24.4,
2018,1150019300,서울특별시 강서구,184066.8985,450319.4271,101,강서농산물도매시장,0.424729206,0.57107048,0.560021374,-0.258081342,29858,A,0.258081342,100,6.8,1.5,0.3,0,54.6,1.4,76.6,5.1,0.8,61.3,0.2,0.3,0.5,3.8,
2018,1150022300,서울특별시 강서구,184070.6166,450530.2982,101,수협직판장냉장창고,0.424729206,0.57107048,0.560021374,-0.121085037,42755,A,0.121085037,111,1.8,0.2,0,0,7.1,0.6,1.6,1.4,0.8,0.3,0.4,0.3,0.9,3.1,
2018,1150016300,서울특별시 강서구,184087.937,449917.3277,101,강서면허시험장삼거리,0.424729206,0.57107048,0.560021374,-3.530658167,372,A,3.530658167,101,523.2,145.8,6.8,0,1897.8,298.7,169.7,92.7,1318.3,332.8,17.3,12.8,97.4,7.5,
2018,1150044600,서울특별시 강서구,184140.4417,452527.5038,101,우림루미아트,0.424729206,0.57107048,0.560021374,-0.169597831,37245,A,0.169597831,202,0.9,0.3,0.2,0,21.9,3.9,6.8,4.4,0.3,0.6,0.3,0.5,1.4,3.3,
2018,1150046900,서울특별시 강서구,184144.2425,452652.6088,101,방화2단지사거리,0.424729206,0.57107048,0.560021374,-1.87626543,2936,B,2.87626543,234,56.8,3.4,0.8,0,2281.3,285.3,216.2,69.7,139.3,93.9,5.4,70.6,208.3,4.2,1
2018,1150018900,서울특별시 강서구,184146.2407,450222.1603,101,강서운전면허시험장,0.424729206,0.57107048,0.560021374,-0.668988615,14818,A,0.668988615,99,78.6,4.9,0.3,0,146.2,2,73.7,8.3,79.8,147.1,0.4,1.4,10.4,13.1,
2018,1150015000,서울특별시 강서구,184173.1872,449752.4445,101,강서구청청소차고,0.424729206,0.57107048,0.560021374,-0.610244207,16153,A,0.610244207,126,117.3,5.2,1.5,0,123.4,16.4,62.8,9.5,4,2.7,2.5,21.3,56.6,2.3,
2018,1150016500,서울특별시 강서구,184176.6421,449934.7037,101,강서운전면허시험장 수위실,0.424729206,0.57107048,0.560021374,-1.238462114,6738,A,1.238462114,106,5.2,1.1,0.3,0,613.3,74.8,84.7,15.9,5.1,120,2.8,7.2,27.3,1.3,
2018,1160013500,서울특별시 구로구,184184.4749,443565.6759,101,부일길삼거리,0.424729206,0.57107048,0.560021374,-1.606027705,4154,A,1.606027705,24,597.9,44.8,7.4,0,203.9,10.6,360.8,31.4,8,55.9,28.3,44.6,129,329.9,
2018,1160014400,서울특별시 구로구,184192.5606,443632.9932,101,온수동길삼거리,0.424729206,0.57107048,0.560021374,-1.213925402,6946,A,1.213925402,27,24.2,2.6,1.3,0,961.4,71.1,48.1,60.3,12.1,27.4,2.8,4.4,5.5,484.9,
2018,1150025300,서울특별시 강서구,184197.2961,450718.0396,101,강서농수산물도매시장시장도매인,0.424729206,0.57107048,0.560021374,0.385650774,61599,C,0.614349226,290,3.3,0.1,0,0,230.5,15,42.2,25.1,109.5,45.3,0.5,1.3,6.5,3.3,1
2018,1150023300,서울특별시 강서구,184218.77,450607.7075,101,강서농산물도매시장청과물동,0.424729206,0.57107048,0.560021374,-0.251239075,30318,A,0.251239075,112,12.3,0.8,0.1,0,73.1,1.9,46.2,6,1.4,63.9,0,0.5,0.2,3.3,
2018,1150015200,서울특별시 강서구,184245.4324,449769.5701,101,마리오빌리지,0.424729206,0.57107048,0.560021374,-0.206282829,33812,A,0.206282829,107,3.5,0.8,0.1,0,16.2,0.6,2.9,0.8,6.3,1.2,0.4,2,22.9,6,
2018,1150045400,서울특별시 강서구,184248.4582,452568.7725,101,마곡동우편취급소,0.424729206,0.57107048,0.560021374,-0.166456626,37576,A,0.166456626,30,5,0.8,0.7,0,18.2,1.9,8.3,4.3,0.3,0.8,0,1.7,2.3,1.2,
2018,1150024100,서울특별시 강서구,184258.6024,450644.6281,101,강서농산물도매시장과실동,0.424729206,0.57107048,0.560021374,-0.295731069,27534,A,0.295731069,113,20.3,1.4,0.6,0,112.3,0.8,56.7,6.3,52.9,1.6,0.6,0.3,0.4,3.2,
2018,1150020200,서울특별시 강서구,184270.2388,450373.6089,101,사무엘어린이집,0.424729206,0.57107048,0.560021374,-0.328671953,25806,A,0.328671953,103,46.3,9.3,2.4,0,73.9,4.7,37.6,6.5,1.5,1,0.3,0.3,2.1,7.8,
2018,1150027300,서울특별시 강서구,184351.3725,450865.592,101,강서농산물도매시장고추마늘동,0.424729206,0.57107048,0.560021374,-0.260292955,29711,A,0.260292955,122,4.8,0.8,0.2,0,76.8,8,44.8,6.3,0.6,0.3,0.3,3.1,2.7,3.4,
2018,1150018000,서울특별시 강서구,184413.2253,450051.4727,101,수명중.고교입구,0.424729206,0.57107048,0.560021374,-1.425318358,5270,B,2.425318358,219,10.2,1.3,0.7,0,2295.3,276.7,69.9,54.3,143.9,47.9,3.6,33.3,26.3,6,1
2018,1150017100,서울특별시 강서구,184494.7989,449962.5292,101,외발산길1길삼거리,0.424729206,0.57107048,0.560021374,-0.142907567,40144,A,0.142907567,8,0,0.1,0,0,18.4,1.5,5.3,2.3,2.2,0.9,0.8,0.8,0.5,0.6,
2018,1160021700,서울특별시 구로구,184562.0419,444018.0096,101,우신고등학교,0.424729206,0.57107048,0.560021374,-0.40445395,22478,A,0.40445395,43,12.8,0.1,0.1,0,109.6,9.3,27.3,13.5,0.9,2.8,0.7,4.6,42.2,12.9,
2018,1160011500,서울특별시 구로구,184595.8952,443432.5267,101,오정초등학교,0.424729206,0.57107048,0.560021374,-0.845179273,11505,B,1.845179273,141,38,2.1,1.3,0,2112.3,137.8,304.9,49.5,33.4,13.4,1.4,135.7,173.6,7.4,1
2018,1140023000,서울특별시 양천구,184602.3476,447159.1043,101,서울지방경찰청4기동단,0.424729206,0.57107048,0.560021374,-0.888719566,10827,A,0.888719566,36,140.7,66.7,17.8,0,588.3,40.3,260.8,178.3,20.9,16.8,1.3,16.5,161.8,80,
2018,1150021800,서울특별시 강서구,184634.9394,450482.065,101,수명파크3단지,0.424729206,0.57107048,0.560021374,0.308496875,60771,C,2.691503125,277,15.8,1.5,1,0,2385.2,300.2,115.4,87.4,339.9,103.3,45,71,105.3,4,3
2018,1150024700,서울특별시 강서구,184656.2808,450674.4058,101,수명파크2단지,0.424729206,0.57107048,0.560021374,1.159095556,70392,C,1.840904444,278,38.2,3.4,0.8,0,1745.1,285.4,124.2,61.3,39.1,24.3,13.8,12.2,17.3,0.8,3
2018,1140036600,서울특별시 양천구,184699.2109,448882.3476,101,신월5동사무소,0.424729206,0.57107048,0.560021374,-0.620388348,15913,B,2.620388348,130,40.3,5.6,3,0,2939.6,377.1,619.7,170.6,51.3,15.6,10.4,71.9,85.7,9.6,2
2018,1150030800,서울특별시 강서구,184700.2202,451143.2517,101,마곡역삼거리,0.424729206,0.57107048,0.560021374,1.159059871,70391,C,5.840940129,280,61.1,6.7,1.9,0,7362.2,918.3,680.4,287.3,990.3,512.3,43.2,63.2,41.9,2.3,7
2018,1160016800,서울특별시 구로구,184714.5123,443758.7449,101,우신중고교앞,0.424729206,0.57107048,0.560021374,-2.163327672,2027,B,3.163327672,106,3726.2,68,1.7,0,2934.8,344.2,288.6,52.1,990.4,210.8,9.3,49.6,112.3,1.7,1
2018,1150021300,서울특별시 강서구,184842.5483,450458.561,101,수명산파크1단지,0.424729206,0.57107048,0.560021374,-0.883785393,10901,A,0.883785393,74,2.3,0.4,0.4,0,396.8,61.7,74.5,16.9,7.8,8.3,2.3,23.1,48.3,0.8,
2018,1160034900,서울특별시 구로구,184887.222,444788.1573,101,구로여자산업고교,0.424729206,0.57107048,0.560021374,1.400781732,71511,D,1.599218268,212,148,21.8,1.1,0,2863.2,63.5,414.6,109.3,534.3,44.7,365.7,178.3,59.1,0.5,3
